**** BEGIN LOGGING AT Sun Jun  9 05:22:54 2019

Jun 09 05:22:54 *	*** Looking up your hostname...
Jun 09 05:22:55 *	*** Checking Ident
Jun 09 05:22:55 *	*** Couldn't look up your hostname
Jun 09 05:23:03 *	*** No Ident response
Jun 09 05:23:03 *	Capabilities supported: account-notify extended-join identify-msg multi-prefix sasl
Jun 09 05:23:03 *	Capabilities requested: account-notify extended-join identify-msg multi-prefix sasl 
Jun 09 05:23:03 *	Capabilities acknowledged: account-notify extended-join identify-msg multi-prefix sasl 
Jun 09 05:23:03 *	Authenticating via SASL as sentaku (PLAIN)
Jun 09 05:23:03 *	SASL authentication failed
Jun 09 05:23:04 *	SASL authentication failed
Jun 09 05:23:05 *	SASL authentication aborted
**** ENDING LOGGING AT Sun Jun  9 05:23:05 2019

**** BEGIN LOGGING AT Sun Jun  9 05:23:05 2019

Jun 09 05:23:05 *	Welcome to the freenode Internet Relay Chat Network sentaku
Jun 09 05:23:05 *	Your host is orwell.freenode.net[185.30.166.37/6667], running version ircd-seven-1.1.7
Jun 09 05:23:05 *	This server was created Tue Sep 25 2018 at 13:20:41 UTC
Jun 09 05:23:05 *	orwell.freenode.net ircd-seven-1.1.7 DOQRSZaghilopswz CFILMPQSbcefgijklmnopqrstvz bkloveqjfI
Jun 09 05:23:05 *	CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQScgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode STATUSMSG=@+ CALLERID=g CASEMAPPING=rfc1459 :are supported by this server
Jun 09 05:23:05 *	CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 DEAF=D FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,ajrxz CLIENTVER=3.0 KNOCK CPRIVMSG CNOTICE :are supported by this server
Jun 09 05:23:05 *	SAFELIST ELIST=CTU ETRACE WHOX :are supported by this server
Jun 09 05:23:05 *	There are 100 users and 82995 invisible on 32 servers
Jun 09 05:23:05 *	36 :IRC Operators online
Jun 09 05:23:05 *	21 :unknown connection(s)
Jun 09 05:23:05 *	53418 :channels formed
Jun 09 05:23:05 *	I have 4712 clients and 1 servers
Jun 09 05:23:05 *	4712 5433 :Current local users 4712, max 5433
Jun 09 05:23:05 *	83095 90216 :Current global users 83095, max 90216
Jun 09 05:23:05 *	Highest connection count: 5434 (5433 clients) (242913 connections received)
Jun 09 05:23:05 *	- orwell.freenode.net Message of the Day - 
Jun 09 05:23:05 *	- Welcome to orwell.freenode.net in Amsterdam, NL.
Jun 09 05:23:05 *	- Thanks to http://www.hyperfilter.com/ for sponsoring
Jun 09 05:23:05 *	- this server!
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- ORWELL, GEORGE [1903 - 1950] Born in India, his mother
Jun 09 05:23:05 *	- moved him to England when he was one year old, and it
Jun 09 05:23:05 *	- was in England where he was educated and spent most of
Jun 09 05:23:05 *	- his life.  Orwell is perhaps best known for his novels
Jun 09 05:23:05 *	- Nineteen Eighty-Four and Animal Farm.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- Welcome to freenode - supporting the free and open source
Jun 09 05:23:05 *	- software communities since 1998.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- By connecting to freenode you indicate that you have read and
Jun 09 05:23:05 *	- accept our policies and guidelines as set out on https://freenode.net
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- In the event that you observe behaviour that contravenes our policies,
Jun 09 05:23:05 *	- please notify a volunteer staff member via private message, or send us an
Jun 09 05:23:05 *	- e-mail to complaints@freenode.net -- we will do our best to address the
Jun 09 05:23:05 *	- situation within a reasonable period of time, and we may request further
Jun 09 05:23:05 *	- information or, as appropriate, involve other parties such as channel operators 
Jun 09 05:23:05 *	- Group Contacts representing an on-topic group.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- freenode runs an open proxy scanner.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- If you are looking for assistance, you may be able to find a list of 
Jun 09 05:23:05 *	- volunteer staff on '/stats p' (shows only on-call staff) or by joining 
Jun 09 05:23:05 *	- #freenode and using the '/who freenode/staff/*' command. You may message
Jun 09 05:23:05 *	- any of us at any time. Please note that freenode predominantly provides 
Jun 09 05:23:05 *	- assistance via private message, and while we have a network channel the 
Jun 09 05:23:05 *	- primary venue for support requests is via private message to a member 
Jun 09 05:23:05 *	- of the volunteer staff team.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- From time to time, volunteer staff may send server-wide notices relating to
Jun 09 05:23:05 *	- the project, or the communities that we host. The majority of such notices
Jun 09 05:23:05 *	- will be sent as wallops, and you can '/mode <yournick> +w' to ensure that you
Jun 09 05:23:05 *	- do not miss them. Important messages relating to the freenode project, including
Jun 09 05:23:05 *	- notices of upcoming maintenance and other scheduled downtime will be issued as
Jun 09 05:23:05 *	- global notices.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- Representing an on-topic project? Don't forget to register, more information
Jun 09 05:23:05 *	- can be found on the https://freenode.net website under "Group Registration".
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- Thank you also to our server sponsors for the sustained support in keeping the
Jun 09 05:23:05 *	- network going for close to two decades.
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- Thank you to all of our attendees, sponsors, speakers, exhibitors, helpers,
Jun 09 05:23:05 *	- and everyone else who made this year's freenode #live conference amazing.
Jun 09 05:23:05 *	- https://freenode.net/news/live-2018
Jun 09 05:23:05 *	-  
Jun 09 05:23:05 *	- Thank you for using freenode!
Jun 09 05:23:05 *	End of /MOTD command.
Jun 09 05:23:05 *	sentaku sets mode +i on sentaku
Jun 09 05:23:05 -NickServ-	This nickname is registered. Please choose a different nickname, or identify via /msg NickServ identify <password>.
Jun 09 05:23:05 -freenode-connect-	Welcome to freenode. To protect the network all new connections will be scanned for vulnerabilities. This will not harm your computer, and vulnerable hosts will be notified.
Jun 09 05:23:05 *	Received a CTCP VERSION from freenode-connect
Jun 09 05:23:11 *	You may not reregister
Jun 09 05:24:35 *	#archlinux #archlinux-unregistered :Forwarding to another channel
Jun 09 05:27:40 *	Permission Denied - You're not an IRC operator
**** ENDING LOGGING AT Sun Jun  9 05:29:34 2019

**** BEGIN LOGGING AT Sun Jun  9 05:30:05 2019

Jun 09 05:30:05 *	Welcome to the freenode Internet Relay Chat Network sentaku
Jun 09 05:30:05 *	Your host is tolkien.freenode.net[204.225.96.251/6667], running version ircd-seven-1.1.7
Jun 09 05:30:05 *	This server was created Tue Sep 25 2018 at 13:20:43 UTC
Jun 09 05:30:05 *	tolkien.freenode.net ircd-seven-1.1.7 DOQRSZaghilopswz CFILMPQSbcefgijklmnopqrstvz bkloveqjfI
Jun 09 05:30:05 *	CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQScgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode STATUSMSG=@+ CALLERID=g CASEMAPPING=rfc1459 :are supported by this server
Jun 09 05:30:05 *	CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 DEAF=D FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,ajrxz CLIENTVER=3.0 SAFELIST ELIST=CTU KNOCK :are supported by this server
Jun 09 05:30:05 *	WHOX ETRACE CPRIVMSG CNOTICE :are supported by this server
Jun 09 05:30:05 *	There are 100 users and 82978 invisible on 32 servers
Jun 09 05:30:05 *	36 :IRC Operators online
Jun 09 05:30:05 *	17 :unknown connection(s)
Jun 09 05:30:05 *	53418 :channels formed
Jun 09 05:30:05 *	I have 4723 clients and 1 servers
Jun 09 05:30:05 *	4723 6104 :Current local users 4723, max 6104
Jun 09 05:30:05 *	83078 94773 :Current global users 83078, max 94773
Jun 09 05:30:05 *	Highest connection count: 6105 (6104 clients) (1851487 connections received)
Jun 09 05:30:05 *	- tolkien.freenode.net Message of the Day - 
Jun 09 05:30:05 *	- Welcome to tolkien.freenode.net in Sanford, NC, US. Thanks to
Jun 09 05:30:05 *	- https://travelingmailbox.com/ for sponsoring this server
Jun 09 05:30:05 *	- Welcome to freenode - supporting the free and open source
Jun 09 05:30:05 *	- software communities since 1998.
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- By connecting to freenode you indicate that you have read and
Jun 09 05:30:05 *	- accept our policies and guidelines as set out on https://freenode.net
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- In the event that you observe behaviour that contravenes our policies,
Jun 09 05:30:05 *	- please notify a volunteer staff member via private message, or send us an
Jun 09 05:30:05 *	- e-mail to complaints@freenode.net -- we will do our best to address the
Jun 09 05:30:05 *	- situation within a reasonable period of time, and we may request further
Jun 09 05:30:05 *	- information or, as appropriate, involve other parties such as channel operators 
Jun 09 05:30:05 *	- Group Contacts representing an on-topic group.
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- freenode runs an open proxy scanner.
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- If you are looking for assistance, you may be able to find a list of 
Jun 09 05:30:05 *	- volunteer staff on '/stats p' (shows only on-call staff) or by joining 
Jun 09 05:30:05 *	- #freenode and using the '/who freenode/staff/*' command. You may message
Jun 09 05:30:05 *	- any of us at any time. Please note that freenode predominantly provides 
Jun 09 05:30:05 *	- assistance via private message, and while we have a network channel the 
Jun 09 05:30:05 *	- primary venue for support requests is via private message to a member 
Jun 09 05:30:05 *	- of the volunteer staff team.
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- From time to time, volunteer staff may send server-wide notices relating to
Jun 09 05:30:05 *	- the project, or the communities that we host. The majority of such notices
Jun 09 05:30:05 *	- will be sent as wallops, and you can '/mode <yournick> +w' to ensure that you
Jun 09 05:30:05 *	- do not miss them. Important messages relating to the freenode project, including
Jun 09 05:30:05 *	- notices of upcoming maintenance and other scheduled downtime will be issued as
Jun 09 05:30:05 *	- global notices.
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- Representing an on-topic project? Don't forget to register, more information
Jun 09 05:30:05 *	- can be found on the https://freenode.net website under "Group Registration".
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- Thank you also to our server sponsors for the sustained support in keeping the
Jun 09 05:30:05 *	- network going for close to two decades.
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- Thank you to all of our attendees, sponsors, speakers, exhibitors, helpers,
Jun 09 05:30:05 *	- and everyone else who made this year's freenode #live conference amazing.
Jun 09 05:30:05 *	- https://freenode.net/news/live-2018
Jun 09 05:30:05 *	-  
Jun 09 05:30:05 *	- Thank you for using freenode!
Jun 09 05:30:05 *	End of /MOTD command.
Jun 09 05:30:05 *	sentaku sets mode +i on sentaku
Jun 09 05:30:05 -SaslServ-	1 failed login since last login.
Jun 09 05:30:05 -SaslServ-	Last failed attempt from: <Unknown user (via SASL):129.45.28.216> on Jun 09 04:23:15 2019.
Jun 09 05:30:06 -freenode-connect-	Welcome to freenode. To protect the network all new connections will be scanned for vulnerabilities. This will not harm your computer, and vulnerable hosts will be notified.
Jun 09 05:30:06 *	Received a CTCP VERSION from freenode-connect
**** ENDING LOGGING AT Sun Jun  9 05:47:31 2019

**** BEGIN LOGGING AT Sun Jun  9 05:47:31 2019

**** BEGIN LOGGING AT Mon Jun 10 05:57:13 2019

Jun 10 05:57:13 *	Welcome to the freenode Internet Relay Chat Network sentaku
Jun 10 05:57:13 *	Your host is leguin.freenode.net[130.239.18.119/6667], running version ircd-seven-1.1.7
Jun 10 05:57:13 *	This server was created Tue Sep 25 2018 at 13:21:19 UTC
Jun 10 05:57:13 *	leguin.freenode.net ircd-seven-1.1.7 DOQRSZaghilopswz CFILMPQSbcefgijklmnopqrstvz bkloveqjfI
Jun 10 05:57:13 *	CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQScgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode STATUSMSG=@+ CALLERID=g CASEMAPPING=rfc1459 :are supported by this server
Jun 10 05:57:13 *	CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 DEAF=D FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,ajrxz CLIENTVER=3.0 CPRIVMSG CNOTICE KNOCK :are supported by this server
Jun 10 05:57:13 *	ETRACE SAFELIST ELIST=CTU WHOX :are supported by this server
Jun 10 05:57:13 *	There are 100 users and 83560 invisible on 32 servers
Jun 10 05:57:13 *	36 :IRC Operators online
Jun 10 05:57:13 *	17 :unknown connection(s)
Jun 10 05:57:13 *	53429 :channels formed
Jun 10 05:57:13 *	I have 4789 clients and 1 servers
Jun 10 05:57:13 *	4789 7111 :Current local users 4789, max 7111
Jun 10 05:57:13 *	83660 94773 :Current global users 83660, max 94773
Jun 10 05:57:13 *	Highest connection count: 7112 (7111 clients) (290657 connections received)
Jun 10 05:57:13 *	- leguin.freenode.net Message of the Day - 
Jun 10 05:57:13 *	- Welcome to leguin.freenode.net in Umeå, Sweden, EU! Thanks to
Jun 10 05:57:13 *	- the Academic Computer Club at Umeå University for sponsoring
Jun 10 05:57:13 *	- this server!
Jun 10 05:57:13 *	-  
Jun 10 05:57:13 *	- LE GUIN, URSULA K. (1929-2018) Born in Berkeley, California,
Jun 10 05:57:13 *	- Ursula Le Guin was an American author primarily known for
Jun 10 05:57:13 *	- her Science Fiction and Fantasy. She was awarded the Hugo
Jun 10 05:57:13 *	- and Nebula awards, and was best known for her Earthsea
Jun 10 05:57:13 *	- and Hainish series.
Jun 10 05:57:13 *	-  
Jun 10 05:57:13 *	- Welcome to freenode - supporting the free and open source
Jun 10 05:57:13 *	- software communities since 1998.
Jun 10 05:57:13 *	-  
Jun 10 05:57:13 *	- By connecting to freenode you indicate that you have read and
Jun 10 05:57:13 *	- accept our policies and guidelines as set out on https://freenode.net
Jun 10 05:57:13 *	-  
